ts,t_s,batt.capacity_pct,batt.charge_uah,batt.current_ua,batt.power_mw,batt.voltage_uv,power_mw_calc
7416627137842950,52.00165908,34.0,1648000.0,-1890000.0,7.0,3920.0,-7408.799999999999
7416627387290335,52.251106465,34.0,1648000.0,-1890000.0,7.0,3920.0,-7408.799999999999
7416627637460104,52.501276234,34.0,1651000.0,-1880000.0,7.0,3919.0,-7367.719999999999
7416627888741719,52.752557849,34.0,1651000.0,-1880000.0,7.0,3919.0,-7367.719999999999
7416628137863488,53.001679618,34.0,1651000.0,-1880000.0,7.0,3919.0,-7367.719999999999
7416628388296412,53.252112542,34.0,1651000.0,-1880000.0,7.0,3919.0,-7367.719999999999
7416628637662027,53.501478157,34.0,1651000.0,-1891000.0,7.0,3920.0,-7412.72
7416628887476796,53.751292926,34.0,1651000.0,-1891000.0,7.0,3920.0,-7412.72
7416629137849412,54.001665542,34.0,1651000.0,-1891000.0,7.0,3920.0,-7412.72
7416629387809027,54.251625157,34.0,1651000.0,-1891000.0,7.0,3920.0,-7412.72
7416629637455565,54.501271695,34.0,1651000.0,-1913000.0,7.0,3921.0,-7500.873
7416629888167489,54.751983619,34.0,1651000.0,-1913000.0,7.0,3921.0,-7500.873
7416630137793335,55.001609465,34.0,1651000.0,-1913000.0,7.0,3921.0,-7500.873
7416630388059565,55.251875695,34.0,1651000.0,-1913000.0,7.0,3921.0,-7500.873
7416630638009335,55.501825465,34.0,1651000.0,-1891000.0,7.0,3920.0,-7412.72
7416630887967181,55.751783311,34.0,1651000.0,-1891000.0,7.0,3920.0,-7412.72
7416631137519258,56.001335388,34.0,1651000.0,-1891000.0,7.0,3920.0,-7412.72
7416631387669335,56.251485465,34.0,1651000.0,-1891000.0,7.0,3920.0,-7412.72
7416631638014873,56.501831003,34.0,1651000.0,-1580000.0,6.0,3915.0,-6185.7
7416631888437027,56.752253157,34.0,1651000.0,-1580000.0,6.0,3915.0,-6185.7
7416632137814335,57.001630465,34.0,1651000.0,-1580000.0,6.0,3915.0,-6185.7
7416632387363181,57.251179311,34.0,1651000.0,-1580000.0,6.0,3915.0,-6185.7
7416632637556719,57.501372849,34.0,1651000.0,-1892000.0,7.0,3919.0,-7414.748
7416632887597412,57.751413542,34.0,1653000.0,-1892000.0,7.0,3919.0,-7414.748
7416633138151566,58.001967696,34.0,1653000.0,-1892000.0,7.0,3919.0,-7414.748
7416633387541950,58.25135808,34.0,1653000.0,-1892000.0,7.0,3919.0,-7414.748
7416633638059566,58.501875696,34.0,1653000.0,-2106000.0,8.0,3928.0,-8272.368
7416633888302950,58.75211908,34.0,1653000.0,-2106000.0,8.0,3928.0,-8272.368
7416634137689104,59.001505234,34.0,1653000.0,-2106000.0,8.0,3928.0,-8272.368
7416634387684720,59.25150085,34.0,1653000.0,-2106000.0,8.0,3928.0,-8272.368
7416634638230873,59.502047003,34.0,1653000.0,-2030000.0,7.0,3927.0,-7971.8099999999995
7416634888372489,59.752188619,34.0,1653000.0,-2030000.0,7.0,3927.0,-7971.8099999999995
7416635137678873,60.001495003,34.0,1653000.0,-2030000.0,7.0,3927.0,-7971.8099999999995
7416635387780489,60.251596619,34.0,1653000.0,-2030000.0,7.0,3927.0,-7971.8099999999995
7416635637929027,60.501745157,34.0,1653000.0,-1998000.0,7.0,3925.0,-7842.150000000001
