run_name,t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,temp_cpu_hat_C,temp_batt_hat_C,temp_leak_hat_C,power_total_mW,power_cpu_mW,power_screen_mW,is_gps_on,cellular_on,p0_pred_mW,power_pred_mW,resid0_mW,gps_fit_source,cell_fit_source
20260131_230812_S1-HS-1,110.0,4.0,98,4376,35.4,44.438,41.53366845926372,35.057906977963405,39.590940014873624,2011.343,131.93325,0.0,1,1,1802.278116543312,1802.278116543312,209.064883456688,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,114.0,4.0,98,4376,35.4,41.741,41.550713644225226,35.05643005355909,39.602428567025385,2155.816,127.754,0.0,1,1,1751.7720494062305,1751.7720494062305,404.0439505937693,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,118.0,3.0,98,4364,35.4,43.856,41.40666408890762,35.0549599362709,39.5011528431166,1668.576,173.55966666666666,0.0,1,1,2305.678096644803,2305.678096644803,-637.1020966448032,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,121.0,4.0,98,4364,35.4,44.637,42.59032273880581,35.0538526198044,40.32938170310538,1886.112,129.23275,0.0,1,1,1780.0526654612968,1780.0526654612968,106.0593345387033,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,125.0,4.0,98,4364,35.4,43.188,41.75041577949512,35.05247641970498,39.74103397155808,1877.38,124.96,0.0,1,1,1719.8340892694087,1719.8340892694087,157.54591073059146,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,129.0,4.0,98,4364,35.4,43.741,41.36135889953992,35.051037041028025,39.46826234198635,1773.408,124.86725,0.0,1,1,1714.9211647282882,1714.9211647282882,58.4868352717117,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,133.0,3.0,98,4364,35.4,44.198,41.247280406566475,35.049571341263565,39.3879676869756,1986.075,168.63899999999998,0.0,1,1,2244.469620794912,2244.469620794912,-258.3946207949118,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,136.0,4.0,98,4364,35.4,47.547,42.383336489455715,35.04846915183664,40.18287628816999,1974.336,129.1845,0.0,1,1,1777.3389522402497,1777.3389522402497,196.99704775975033,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,140.0,4.0,98,4364,35.4,43.825,41.68644750536228,35.04709590189501,39.6946420243221,1663.827,129.134,0.0,1,1,1769.7865831309507,1769.7865831309507,-105.9595831309507,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,144.0,4.0,98,4364,35.4,44.16,41.48706157438331,35.04567108084076,39.55464442632054,1655.0929999999998,123.94425,0.0,1,1,1704.923540294351,1704.923540294351,-49.83054029435107,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,148.0,3.0,98,4364,35.4,42.807,41.24625130996387,35.04423529347762,39.38564650501799,1620.899,171.22966666666665,0.0,1,1,2275.8448230478057,2275.8448230478057,-654.9458230478058,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,151.0,4.0,98,4364,35.4,44.011,42.448702310334866,35.04314773454063,40.2270359375966,1690.0289999999998,133.906,0.0,1,1,1835.2176333542066,1835.2176333542066,-145.1886333542068,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
